Region,variation_start_date,Gender,Variation_IN,Contract Terminatio Reason,Seniority_class,Age_class,Qty_Z1_Days,Qty_Z2_Days,Qty_Z3_Days,Qty_P1_Days,Qty_P2_Days,Qty_P3_Days,Qty_A1_Days,Qty_A2_Days,unique ID
Région de Bruxelles-Capitale,2017-06-01,Homme,IN,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2017-06-01,Homme,IN,Fin du contrat,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,21
Région de Bruxelles-Capitale,2017-06-01,Homme,IN,Fin du contrat,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,63
Région de Bruxelles-Capitale,2017-06-01,Homme,IN,Fin du contrat,>6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,62
Région de Bruxelles-Capitale,2017-06-01,Homme,IN,Fin du contrat,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,22
Région de Bruxelles-Capitale,2017-06-01,Homme,IN,Unregistered,>6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,2
Région de Bruxelles-Capitale,2017-07-01,Femme,IN,Fin du contrat,<6_years,20-25,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,6
Région de Bruxelles-Capitale,2017-07-01,Femme,IN,Fin du contrat,<6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,7
Région de Bruxelles-Capitale,2017-07-01,Femme,IN,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,4
Région de Bruxelles-Capitale,2017-07-01,Femme,IN,Fin du contrat,<6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,3
Région de Bruxelles-Capitale,2017-07-01,Femme,IN,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,13
Région de Bruxelles-Capitale,2017-07-01,Femme,IN,Unregistered,<6_years,50+,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,2
Région de Bruxelles-Capitale,2017-07-01,Homme,IN,Fin du contrat,<6_years,20-25,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,3
Région de Bruxelles-Capitale,2017-07-01,Homme,IN,Fin du contrat,<6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,20
Région de Bruxelles-Capitale,2017-07-01,Homme,IN,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,76
Région de Bruxelles-Capitale,2017-07-01,Homme,IN,Fin du contrat,<6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,56
Région de Bruxelles-Capitale,2017-07-01,Homme,IN,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,15
Région de Bruxelles-Capitale,2017-07-01,Homme,IN,Préavis travailleur,<6_years,40-50,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-08-01,Femme,IN,Fin du contrat,<6_years,20-25,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,6
Région de Bruxelles-Capitale,2017-08-01,Femme,IN,Fin du contrat,<6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,8
Région de Bruxelles-Capitale,2017-08-01,Femme,IN,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,4
Région de Bruxelles-Capitale,2017-08-01,Femme,IN,Fin du contrat,<6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,12
Région de Bruxelles-Capitale,2017-08-01,Femme,IN,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,15
Région de Bruxelles-Capitale,2017-08-01,Homme,IN,Fin du contrat,<6_years,20-25,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,18
Région de Bruxelles-Capitale,2017-08-01,Homme,IN,Fin du contrat,<6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,20
Région de Bruxelles-Capitale,2017-08-01,Homme,IN,Fin du contrat,<6_years,30-40,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-08-01,Homme,IN,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,85
Région de Bruxelles-Capitale,2017-08-01,Homme,IN,Fin du contrat,<6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,51
Région de Bruxelles-Capitale,2017-08-01,Homme,IN,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,14
Région de Bruxelles-Capitale,2017-08-01,Homme,IN,Unregistered,<6_years,40-50,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,2
Région de Bruxelles-Capitale,2017-09-01,Femme,IN,Fin du contrat,<6_years,20-25,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-09-01,Femme,IN,Fin du contrat,<6_years,25-30,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-09-01,Femme,IN,Fin du contrat,<6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,12
Région de Bruxelles-Capitale,2017-09-01,Femme,IN,Fin du contrat,<6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-09-01,Femme,IN,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,9
Région de Bruxelles-Capitale,2017-09-01,Femme,IN,Fin du contrat,<6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,5
Région de Bruxelles-Capitale,2017-09-01,Femme,IN,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,3
Région de Bruxelles-Capitale,2017-09-01,Femme,IN,Préavis travailleur,<6_years,20-25,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-09-01,Femme,IN,Préavis travailleur,<6_years,25-30,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-09-01,Femme,IN,Unregistered,<6_years,30-40,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-09-01,Femme,IN,Unregistered,<6_years,40-50,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,2
Région de Bruxelles-Capitale,2017-09-01,Homme,IN,De commun accord,<6_years,40-50,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-09-01,Homme,IN,Fin du contrat,<6_years,20-25,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,6
Région de Bruxelles-Capitale,2017-09-01,Homme,IN,Fin du contrat,<6_years,25-30,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-09-01,Homme,IN,Fin du contrat,<6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,21
Région de Bruxelles-Capitale,2017-09-01,Homme,IN,Fin du contrat,<6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-09-01,Homme,IN,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,47
Région de Bruxelles-Capitale,2017-09-01,Homme,IN,Fin du contrat,<6_years,40-50,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-09-01,Homme,IN,Fin du contrat,<6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,8
Région de Bruxelles-Capitale,2017-09-01,Homme,IN,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,11
Région de Bruxelles-Capitale,2017-09-01,Homme,IN,Raison inconnue,<6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-09-01,Homme,IN,Raison inconnue,<6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-09-01,Homme,IN,Unregistered,<6_years,30-40,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-09-01,Homme,IN,Unregistered,<6_years,40-50,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-09-01,Homme,IN,Unregistered,<6_years,40-50,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,2
Région de Bruxelles-Capitale,2017-10-01,Femme,IN,Fin du contrat,<6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,4
Région de Bruxelles-Capitale,2017-10-01,Femme,IN,Fin du contrat,<6_years,30-40,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-10-01,Femme,IN,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,8
Région de Bruxelles-Capitale,2017-10-01,Femme,IN,Fin du contrat,<6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,8
Région de Bruxelles-Capitale,2017-10-01,Femme,IN,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,5
Région de Bruxelles-Capitale,2017-10-01,Femme,IN,Préavis travailleur,<6_years,20-25,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-10-01,Homme,IN,De commun accord,<6_years,20-25,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-10-01,Homme,IN,Fin du contrat,<6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,4
Région de Bruxelles-Capitale,2017-10-01,Homme,IN,Fin du contrat,<6_years,30-40,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-10-01,Homme,IN,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,19
Région de Bruxelles-Capitale,2017-10-01,Homme,IN,Fin du contrat,<6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2017-10-01,Homme,IN,Fin du contrat,<6_years,50+,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-10-01,Homme,IN,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,15
Région de Bruxelles-Capitale,2017-11-01,Femme,IN,Fin du contrat,<6_years,25-30,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-11-01,Femme,IN,Fin du contrat,<6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-11-01,Femme,IN,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,10
Région de Bruxelles-Capitale,2017-11-01,Femme,IN,Fin du contrat,<6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,6
Région de Bruxelles-Capitale,2017-11-01,Femme,IN,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,5
Région de Bruxelles-Capitale,2017-11-01,Femme,IN,Unregistered,<6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,3
Région de Bruxelles-Capitale,2017-11-01,Homme,IN,Fin du contrat,<6_years,20-25,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-11-01,Homme,IN,Fin du contrat,<6_years,25-30,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-11-01,Homme,IN,Fin du contrat,<6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2017-11-01,Homme,IN,Fin du contrat,<6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-11-01,Homme,IN,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,5
Région de Bruxelles-Capitale,2017-11-01,Homme,IN,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,6
Région de Bruxelles-Capitale,2017-12-01,Femme,IN,Fin du contrat,<6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,2
Région de Bruxelles-Capitale,2017-12-01,Femme,IN,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,11
Région de Bruxelles-Capitale,2017-12-01,Femme,IN,Fin du contrat,<6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2017-12-01,Femme,IN,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,4
Région de Bruxelles-Capitale,2017-12-01,Femme,IN,Unregistered,<6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-12-01,Femme,IN,Unregistered,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-01,Homme,IN,Fin du contrat,<6_years,20-25,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,4
Région de Bruxelles-Capitale,2017-12-01,Homme,IN,Fin du contrat,<6_years,25-30,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-12-01,Homme,IN,Fin du contrat,<6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,4
Région de Bruxelles-Capitale,2017-12-01,Homme,IN,Fin du contrat,<6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-12-01,Homme,IN,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,15
Région de Bruxelles-Capitale,2017-12-01,Homme,IN,Fin du contrat,<6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2017-12-01,Homme,IN,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,14
Région de Bruxelles-Capitale,2017-12-01,Homme,IN,Unregistered,<6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-12-01,Homme,IN,Unregistered,<6_years,40-50,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,3
Région de Bruxelles-Capitale,2017-12-01,Homme,IN,Unregistered,<6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2018-01-01,Femme,IN,Fin du contrat,<6_years,20-25,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2018-01-01,Femme,IN,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,6
Région de Bruxelles-Capitale,2018-01-01,Femme,IN,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,5
Région de Bruxelles-Capitale,2018-01-01,Femme,IN,Unregistered,<6_years,40-50,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2018-01-01,Homme,IN,Fin du contrat,<6_years,20-25,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2018-01-01,Homme,IN,Fin du contrat,<6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,4
Région de Bruxelles-Capitale,2018-01-01,Homme,IN,Fin du contrat,<6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2018-01-01,Homme,IN,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,25
Région de Bruxelles-Capitale,2018-01-01,Homme,IN,Fin du contrat,<6_years,40-50,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2018-01-01,Homme,IN,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,13
Région de Bruxelles-Capitale,2018-01-01,Homme,IN,Unregistered,<6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,2
Région de Bruxelles-Capitale,2018-01-01,Homme,IN,Unregistered,<6_years,40-50,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2018-01-01,Homme,IN,Unregistered,<6_years,50+,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2018-02-01,Femme,IN,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,3
Région de Bruxelles-Capitale,2018-02-01,Femme,IN,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,4
Région de Bruxelles-Capitale,2018-02-01,Femme,IN,Unregistered,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2018-02-01,Homme,IN,Fin du contrat,<6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2018-02-01,Homme,IN,Fin du contrat,<6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2018-02-01,Homme,IN,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,12
Région de Bruxelles-Capitale,2018-02-01,Homme,IN,Fin du contrat,<6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2018-02-01,Homme,IN,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,6
Région de Bruxelles-Capitale,2018-02-01,Homme,IN,Unregistered,<6_years,25-30,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2018-02-01,Homme,IN,Unregistered,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Unknown,2016-04-01,Femme,IN,Fin du contrat,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,7
Unknown,2016-04-01,Homme,IN,Fin du contrat,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,16
Unknown,2016-04-01,Homme,IN,Fin du contrat,>6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,2
Unknown,2016-04-01,Homme,IN,Fin du contrat,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,39
Unknown,2016-04-01,Homme,IN,Fin du contrat,>6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,14
Unknown,2016-04-01,Homme,IN,Fin du contrat,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,13
Unknown,2016-04-01,Homme,IN,Raison inconnue,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,3
Unknown,2016-05-01,Femme,IN,Fin du contrat,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,6
Unknown,2016-05-01,Femme,IN,Unregistered,>6_years,40-50,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Unknown,2016-05-01,Homme,IN,Fin du contrat,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,25
Unknown,2016-05-01,Homme,IN,Fin du contrat,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,38
Unknown,2016-05-01,Homme,IN,Fin du contrat,>6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,11
Unknown,2016-05-01,Homme,IN,Fin du contrat,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,12
Unknown,2016-05-01,Homme,IN,Unregistered,>6_years,40-50,Absent,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Unknown,2016-06-01,Femme,IN,Fin du contrat,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,8
Unknown,2016-06-01,Homme,IN,Fin du contrat,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,14
Unknown,2016-06-01,Homme,IN,Fin du contrat,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,28
Unknown,2016-06-01,Homme,IN,Fin du contrat,>6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,4
Unknown,2016-06-01,Homme,IN,Fin du contrat,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,15
Unknown,2016-06-01,Homme,IN,Unregistered,>6_years,30-40,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Unknown,2016-06-01,Homme,IN,Unregistered,>6_years,50+,Not Absent,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Unknown,2016-07-01,Femme,IN,Fin du contrat,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Unknown,2016-07-01,Femme,IN,Fin du contrat,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,4
Unknown,2016-07-01,Homme,IN,Fin du contrat,>6_years,20-25,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,10
Unknown,2016-07-01,Homme,IN,Fin du contrat,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,15
Unknown,2016-07-01,Homme,IN,Fin du contrat,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Unknown,2016-07-01,Homme,IN,Fin du contrat,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,17
Unknown,2016-08-01,Femme,IN,Fin du contrat,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,10
Unknown,2016-08-01,Femme,IN,Rupture de contrat,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
